relative_path,source_seconds,separator_start,separator_end,output_seconds_target,source_bytes,output_bytes,status
a/abandon.mp3,2.820000,0.804853,1.921723,0.904853,11511,3988,silence_separator
a/ability.mp3,2.820000,0.783764,1.935828,0.883764,11511,3883,silence_separator
a/able.mp3,2.300000,0.528027,1.679909,0.628027,9421,2838,silence_separator
a/abnormal.mp3,2.770000,0.763810,1.916508,0.863810,11302,3779,silence_separator
a/aboard.mp3,2.510000,0.647166,1.756372,0.747166,10257,3361,silence_separator
a/abolish.mp3,2.870000,0.816100,1.928662,0.916100,11720,3988,silence_separator
a/about.mp3,2.510000,0.643673,1.748889,0.743673,10257,3361,silence_separator
a/above.mp3,2.480000,0.635737,1.737732,0.735737,10152,3361,silence_separator
a/abroad.mp3,2.610000,0.699456,1.829841,0.799456,10675,3570,silence_separator
a/abrupt.mp3,2.560000,0.667619,1.802449,0.767619,10466,3465,silence_separator
a/absence.mp3,2.820000,0.796236,1.930068,0.896236,11511,3988,silence_separator
a/absent.mp3,2.590000,0.685714,1.802041,0.785714,10570,3465,silence_separator
a/absolute.mp3,2.900000,0.846168,1.958458,0.946168,11824,4197,silence_separator
a/absolutely.mp3,3.190000,0.972381,2.125034,1.072381,12974,4615,silence_separator
a/absorb.mp3,2.480000,0.658776,1.722177,0.758776,10152,3361,silence_separator
a/abstract.mp3,2.900000,0.843764,1.973197,0.943764,11824,4197,silence_separator
a/absurd.mp3,2.560000,0.669433,1.779955,0.769433,10466,3465,silence_separator
a/abundance.mp3,3.030000,0.895238,2.027710,0.995238,12347,4406,silence_separator
a/abundant.mp3,2.850000,0.803764,1.927075,0.903764,11616,3988,silence_separator
a/abuse.mp3,2.690000,0.738639,1.862041,0.838639,10988,3779,silence_separator
a/academic.mp3,3.080000,0.937279,2.062358,1.037279,12556,4510,silence_separator
a/academy.mp3,2.980000,0.867937,2.008073,0.967937,12138,4197,silence_separator
a/accelerate.mp3,3.210000,1.001633,2.129388,1.101633,13078,4823,silence_separator
a/acceleration.mp3,3.550000,1.160000,2.284580,1.260000,14437,5451,silence_separator
a/accent.mp3,2.740000,0.765125,1.887800,0.865125,11197,3883,silence_separator
a/accept.mp3,2.740000,0.761179,1.896961,0.861179,11197,3779,silence_separator
a/acceptable.mp3,3.130000,0.938912,2.095782,1.038912,12765,4510,silence_separator
a/acceptance.mp3,3.270000,1.019002,2.159683,1.119002,13287,4823,silence_separator
a/access.mp3,2.950000,0.862540,1.992925,0.962540,12033,4197,silence_separator
a/accessory.mp3,3.080000,0.912971,2.057687,1.012971,12556,4406,silence_separator
a/accident.mp3,2.930000,0.849615,1.979229,0.949615,11929,4197,silence_separator
a/accidental.mp3,3.240000,0.987937,2.156145,1.087937,13183,4719,silence_separator
a/accommodate.mp3,3.190000,0.978005,2.120952,1.078005,12974,4719,silence_separator
a/accommodation.mp3,3.550000,1.161224,2.280816,1.261224,14437,5451,silence_separator
a/accompany.mp3,2.930000,0.838685,1.994014,0.938685,11929,4093,silence_separator
a/accomplish.mp3,3.130000,0.959138,2.069206,1.059138,12765,4615,silence_separator
a/accord.mp3,2.530000,0.664943,1.771610,0.764943,10361,3465,silence_separator
a/accordance.mp3,3.000000,0.893651,2.025805,0.993651,12242,4301,silence_separator
a/accordingly.mp3,3.190000,0.980862,2.133152,1.080862,12974,4719,silence_separator
a/account.mp3,2.640000,0.721678,1.828707,0.821678,10779,3674,silence_separator
a/accumulate.mp3,3.320000,1.040363,2.166259,1.140363,13497,4928,silence_separator
a/accuracy.mp3,3.110000,0.936599,2.080227,1.036599,12660,4510,silence_separator
a/accurate.mp3,2.800000,0.796054,1.916961,0.896054,11406,3988,silence_separator
a/accuse.mp3,2.800000,0.785397,1.903946,0.885397,11406,3883,silence_separator
a/accustom.mp3,2.950000,0.857642,1.991882,0.957642,12034,4197,silence_separator
a/accustomed.mp3,2.930000,0.839002,1.980227,0.939002,11929,4093,silence_separator
a/ache.mp3,2.270000,0.513560,1.636145,0.613560,9317,2839,silence_separator
a/achieve.mp3,2.720000,0.757551,1.856735,0.857551,11093,3779,silence_separator
a/achievement.mp3,3.060000,0.902268,2.031973,1.002268,12452,4406,silence_separator
a/acid.mp3,2.430000,0.609252,1.724308,0.709252,9943,3256,silence_separator
a/acknowledge.mp3,3.130000,0.970612,2.079365,1.070612,12765,4615,silence_separator
a/acquaint.mp3,2.770000,0.772880,1.894603,0.872880,11302,3883,silence_separator
a/acquaintance.mp3,3.210000,0.983129,2.121542,1.083129,13079,4719,silence_separator
a/acquire.mp3,2.800000,0.776916,1.927211,0.876916,11406,3883,silence_separator
a/acquisition.mp3,3.130000,0.966621,2.081723,1.066621,12765,4615,silence_separator
a/acre.mp3,2.320000,0.558866,1.671655,0.658866,9526,3047,silence_separator
a/across.mp3,2.800000,0.792290,1.922766,0.892290,11406,3988,silence_separator
a/act.mp3,2.250000,0.511701,1.637188,0.611701,9213,2839,silence_separator
a/action.mp3,2.610000,0.702676,1.811020,0.802676,10675,3570,silence_separator
a/activate.mp3,2.900000,0.831111,1.965215,0.931111,11824,4092,silence_separator
a/active.mp3,2.590000,0.697460,1.799138,0.797460,10570,3570,silence_separator
a/activity.mp3,2.980000,0.866168,2.007891,0.966168,12138,4197,silence_separator
a/actor.mp3,2.530000,0.646848,1.784036,0.746848,10361,3361,silence_separator
a/actress.mp3,2.820000,0.808073,1.931837,0.908073,11511,3988,silence_separator
a/actual.mp3,2.660000,0.709342,1.854422,0.809342,10884,3570,silence_separator
a/actually.mp3,2.800000,0.780227,1.932245,0.880227,11406,3883,silence_separator
a/acute.mp3,2.660000,0.733832,1.850340,0.833832,10884,3674,silence_separator
a/ad.mp3,2.170000,0.484354,1.597778,0.584354,8899,2734,silence_separator
a/adapt.mp3,2.590000,0.685533,1.808571,0.785533,10570,3465,silence_separator
a/add.mp3,2.170000,0.484354,1.597778,0.584354,8899,2734,silence_separator
a/addition.mp3,2.740000,0.768118,1.873288,0.868118,11197,3883,silence_separator
a/additional.mp3,2.950000,0.851746,2.009116,0.951746,12033,4197,silence_separator
a/address.mp3,2.870000,0.815102,1.951927,0.915102,11720,3988,silence_separator
a/adequate.mp3,2.870000,0.827755,1.951338,0.927755,11720,4092,silence_separator
a/adhere.mp3,2.510000,0.635329,1.772517,0.735329,10257,3361,silence_separator
a/adjacent.mp3,2.980000,0.890476,2.009660,0.990476,12138,4301,silence_separator
a/adjective.mp3,2.980000,0.880952,1.994512,0.980952,12138,4301,silence_separator
a/adjoin.mp3,2.640000,0.716463,1.832744,0.816463,10779,3674,silence_separator
a/adjust.mp3,2.660000,0.724626,1.852200,0.824626,10884,3674,silence_separator
a/administer.mp3,3.160000,0.954376,2.111837,1.054376,12869,4615,silence_separator
a/administration.mp3,3.550000,1.172245,2.285578,1.272245,14437,5450,silence_separator
a/admire.mp3,2.800000,0.776190,1.925578,0.876190,11406,3883,silence_separator
a/admission.mp3,2.820000,0.814195,1.921361,0.914195,11511,3988,silence_separator
a/admit.mp3,2.590000,0.696190,1.819002,0.796190,10570,3570,silence_separator
a/adolescent.mp3,3.130000,0.960136,2.084082,1.060136,12765,4615,silence_separator
a/adopt.mp3,2.590000,0.683311,1.816372,0.783311,10570,3465,silence_separator
a/adult.mp3,2.590000,0.688662,1.799410,0.788662,10570,3570,silence_separator
a/advance.mp3,2.850000,0.810703,1.949751,0.910703,11615,3988,silence_separator
a/advanced.mp3,2.900000,0.834921,1.964717,0.934921,11824,4092,silence_separator
a/advantage.mp3,3.190000,0.984989,2.113560,1.084989,12974,4719,silence_separator
a/advent.mp3,2.660000,0.718050,1.845442,0.818050,10884,3674,silence_separator
a/adventure.mp3,2.900000,0.820590,1.978957,0.920590,11824,4092,silence_separator
a/adverb.mp3,2.380000,0.615147,1.678095,0.715147,9735,3256,silence_separator
a/adverse.mp3,2.770000,0.781723,1.904671,0.881723,11302,3883,silence_separator
a/advertise.mp3,3.270000,1.008571,2.155601,1.108571,13287,4823,silence_separator
a/advertisement.mp3,3.470000,1.130295,2.261406,1.230295,14123,5346,silence_separator
a/advice.mp3,2.740000,0.761361,1.904717,0.861361,11197,3779,silence_separator
a/advisable.mp3,3.110000,0.928345,2.086531,1.028345,12660,4510,silence_separator
a/advise.mp3,2.850000,0.809615,1.938957,0.909615,11615,3988,silence_separator
a/advocate.mp3,2.950000,0.861769,1.992971,0.961769,12033,4197,silence_separator
a/aerial.mp3,2.530000,0.626259,1.798549,0.726259,10362,3257,silence_separator
a/aero.mp3,2.400000,0.590385,1.727166,0.690385,9839,3152,silence_separator
a/aeroplane.mp3,2.900000,0.857007,1.965306,0.957007,11824,4197,silence_separator
a/aesthetic.mp3,2.900000,0.835692,1.964308,0.935692,11824,4092,silence_separator
a/affair.mp3,2.610000,0.699592,1.829751,0.799592,10675,3570,silence_separator
a/affect.mp3,2.740000,0.762993,1.894649,0.862993,11197,3779,silence_separator
a/affection.mp3,2.980000,0.878322,2.001406,0.978322,12138,4302,silence_separator
a/affiliate.mp3,3.030000,0.882313,2.018322,0.982313,12347,4302,silence_separator
a/affirm.mp3,2.560000,0.678005,1.786939,0.778005,10466,3465,silence_separator
a/afflict.mp3,2.740000,0.766440,1.892109,0.866440,11197,3883,silence_separator
a/afford.mp3,2.590000,0.687891,1.800952,0.787891,10570,3570,silence_separator
a/afraid.mp3,2.610000,0.693968,1.821769,0.793968,10675,3570,silence_separator
a/africa.mp3,2.740000,0.761451,1.888118,0.861451,11197,3779,silence_separator
a/african.mp3,2.770000,0.787664,1.903810,0.887664,11302,3883,silence_separator
a/after.mp3,2.510000,0.634649,1.774059,0.734649,10257,3361,silence_separator
a/afternoon.mp3,2.930000,0.860272,1.978957,0.960272,11929,4197,silence_separator
a/afterward.mp3,2.740000,0.755918,1.906757,0.855918,11197,3779,silence_separator
a/again.mp3,2.480000,0.644898,1.745351,0.744898,10152,3361,silence_separator
a/against.mp3,2.770000,0.775283,1.905533,0.875283,11302,3883,silence_separator
a/age.mp3,2.460000,0.623447,1.731837,0.723447,10048,3256,silence_separator
a/agency.mp3,2.900000,0.832154,1.981134,0.932154,11824,4092,silence_separator
a/agenda.mp3,2.740000,0.764308,1.895329,0.864308,11197,3883,silence_separator
a/agent.mp3,2.610000,0.700544,1.817506,0.800544,10675,3570,silence_separator
a/aggravate.mp3,2.820000,0.794830,1.930658,0.894830,11511,3988,silence_separator
a/aggressive.mp3,3.000000,0.899546,2.009705,0.999546,12242,4406,silence_separator
a/agitation.mp3,3.270000,1.028209,2.138866,1.128209,13287,4928,silence_separator
a/ago.mp3,2.350000,0.569615,1.690522,0.669615,9630,3047,silence_separator
a/agony.mp3,2.560000,0.654512,1.801224,0.754512,10466,3361,silence_separator
a/agree.mp3,2.530000,0.649342,1.776780,0.749342,10361,3361,silence_separator
a/agreeable.mp3,2.930000,0.832517,1.996281,0.932517,11929,4092,silence_separator
a/agreement.mp3,2.930000,0.853560,1.982041,0.953560,11929,4197,silence_separator
a/agriculture.mp3,3.270000,1.002404,2.158186,1.102404,13287,4823,silence_separator
a/ahead.mp3,2.400000,0.579048,1.710476,0.679048,9839,3048,silence_separator
a/ai.mp3,2.170000,0.494558,1.599456,0.594558,8899,2734,silence_separator
a/aid.mp3,2.170000,0.485669,1.594331,0.585669,8899,2734,silence_separator
a/aim.mp3,2.140000,0.471111,1.569615,0.571111,8794,2629,silence_separator
a/air.mp3,2.220000,0.498821,1.626893,0.598821,9108,2734,silence_separator
a/aircraft.mp3,2.820000,0.803946,1.933107,0.903946,11511,3988,silence_separator
a/airline.mp3,2.660000,0.719456,1.848118,0.819456,10884,3674,silence_separator
a/airplane.mp3,2.740000,0.765850,1.868707,0.865850,11197,3883,silence_separator
a/airport.mp3,2.740000,0.772653,1.888027,0.872653,11197,3883,silence_separator
a/alarm.mp3,2.530000,0.668345,1.775782,0.768345,10361,3465,silence_separator
a/alcohol.mp3,2.720000,0.747302,1.884671,0.847302,11093,3779,silence_separator
a/alert.mp3,2.530000,0.657959,1.774150,0.757959,10361,3361,silence_separator
a/alien.mp3,2.610000,0.695193,1.821224,0.795193,10675,3570,silence_separator
a/alike.mp3,2.560000,0.663946,1.816372,0.763946,10466,3465,silence_separator
a/alive.mp3,2.720000,0.734376,1.855147,0.834376,11093,3675,silence_separator
a/all.mp3,2.170000,0.452018,1.600816,0.552018,8899,2630,silence_separator
a/allege.mp3,2.770000,0.783946,1.910612,0.883946,11302,3883,silence_separator
a/alleviate.mp3,2.950000,0.851655,1.988209,0.951655,12034,4197,silence_separator
a/alliance.mp3,2.950000,0.866848,2.000000,0.966848,12033,4197,silence_separator
a/allocate.mp3,2.950000,0.857007,1.993197,0.957007,12033,4197,silence_separator
a/allow.mp3,2.480000,0.639683,1.757642,0.739683,10152,3361,silence_separator
a/allowance.mp3,2.900000,0.841043,1.967120,0.941043,11824,4092,silence_separator
a/alloy.mp3,2.530000,0.660816,1.773696,0.760816,10361,3465,silence_separator
a/ally.mp3,2.430000,0.603628,1.729932,0.703628,9943,3152,silence_separator
a/almost.mp3,2.690000,0.732245,1.868844,0.832245,10988,3674,silence_separator
a/alone.mp3,2.590000,0.692744,1.806848,0.792744,10570,3570,silence_separator
a/along.mp3,2.610000,0.690658,1.808209,0.790658,10675,3570,silence_separator
a/alongside.mp3,3.160000,0.971474,2.117914,1.071474,12869,4615,silence_separator
a/aloud.mp3,2.610000,0.704354,1.833560,0.804354,10675,3570,silence_separator
a/alphabet.mp3,2.850000,0.813333,1.948934,0.913333,11615,3988,silence_separator
a/already.mp3,2.610000,0.679637,1.839683,0.779637,10675,3465,silence_separator
a/also.mp3,2.640000,0.694240,1.843039,0.794240,10780,3570,silence_separator
a/alter.mp3,2.480000,0.616009,1.774558,0.716009,10152,3256,silence_separator
a/alternate.mp3,2.850000,0.813061,1.940272,0.913061,11615,3988,silence_separator
a/alternative.mp3,3.240000,1.004036,2.120590,1.104036,13183,4824,silence_separator
a/although.mp3,2.530000,0.654467,1.794376,0.754467,10361,3361,silence_separator
a/altitude.mp3,2.930000,0.851066,1.972971,0.951066,11929,4197,silence_separator
a/altogether.mp3,3.030000,0.878639,2.049206,0.978639,12347,4302,silence_separator
a/aluminium.mp3,3.160000,0.966893,2.095782,1.066893,12869,4615,silence_separator
a/always.mp3,2.850000,0.789841,1.935873,0.889841,11616,3884,silence_separator
a/amateur.mp3,2.820000,0.797370,1.937687,0.897370,11511,3988,silence_separator
a/amaze.mp3,2.690000,0.736508,1.859909,0.836508,10988,3674,silence_separator
a/ambassador.mp3,3.060000,0.898186,2.052925,0.998186,12451,4406,silence_separator
a/ambiguous.mp3,3.160000,0.952880,2.095193,1.052880,12870,4615,silence_separator
a/ambition.mp3,2.850000,0.810295,1.931066,0.910295,11616,3988,silence_separator
a/ambitious.mp3,3.060000,0.908299,2.049932,1.008299,12452,4406,silence_separator
a/ambulance.mp3,3.060000,0.916190,2.051746,1.016190,12451,4406,silence_separator
a/amend.mp3,2.560000,0.656825,1.800907,0.756825,10466,3361,silence_separator
a/amends.mp3,2.720000,0.754059,1.882630,0.854059,11093,3779,silence_separator
a/america.mp3,2.950000,0.868435,2.001995,0.968435,12033,4197,silence_separator
a/american.mp3,2.980000,0.878277,2.002812,0.978277,12138,4301,silence_separator
a/among.mp3,2.510000,0.652653,1.773288,0.752653,10257,3361,silence_separator
a/amongst.mp3,2.660000,0.734195,1.860363,0.834195,10884,3674,silence_separator
a/amount.mp3,2.590000,0.693197,1.802540,0.793197,10570,3570,silence_separator
a/ampere.mp3,2.660000,0.717370,1.864444,0.817370,10884,3674,silence_separator
a/ample.mp3,2.400000,0.574195,1.725215,0.674195,9839,3047,silence_separator
a/amplify.mp3,2.930000,0.861814,1.979546,0.961814,11929,4197,silence_separator
a/amuse.mp3,2.720000,0.751383,1.877596,0.851383,11093,3779,silence_separator
a/analogy.mp3,3.080000,0.916689,2.068027,1.016689,12556,4406,silence_separator
a/analyse.mp3,3.000000,0.874059,2.021859,0.974059,12243,4302,silence_separator
a/analysis.mp3,3.370000,1.072200,2.217959,1.172200,13705,5032,silence_separator
a/analytic.mp3,3.000000,0.868617,2.023401,0.968617,12243,4197,silence_separator
a/analytical.mp3,3.110000,0.912834,2.084535,1.012834,12661,4406,silence_separator
a/ancestor.mp3,3.030000,0.881905,2.034150,0.981905,12347,4302,silence_separator
a/anchor.mp3,2.460000,0.594649,1.738639,0.694649,10048,3152,silence_separator
a/ancient.mp3,2.690000,0.741224,1.858413,0.841224,10988,3779,silence_separator
a/and.mp3,2.190000,0.487302,1.616281,0.587302,9003,2734,silence_separator
a/angel.mp3,2.560000,0.656009,1.820045,0.756009,10466,3361,silence_separator
a/anger.mp3,2.400000,0.576553,1.721134,0.676553,9839,3048,silence_separator
a/angle.mp3,2.460000,0.580091,1.750794,0.680091,10048,3048,silence_separator
a/angry.mp3,2.530000,0.631383,1.782494,0.731383,10362,3257,silence_separator
a/animal.mp3,2.530000,0.636190,1.794739,0.736190,10362,3361,silence_separator
a/ankle.mp3,2.480000,0.596961,1.770159,0.696961,10153,3152,silence_separator
a/anniversary.mp3,3.190000,0.957642,2.113288,1.057642,12974,4615,silence_separator
a/announce.mp3,2.690000,0.736961,1.865215,0.836961,10988,3674,silence_separator
a/announcer.mp3,2.850000,0.808073,1.951338,0.908073,11615,3988,silence_separator
a/annoy.mp3,2.480000,0.639637,1.746304,0.739637,10152,3361,silence_separator
a/annual.mp3,2.560000,0.641270,1.798594,0.741270,10466,3361,silence_separator
a/anonymous.mp3,3.110000,0.922222,2.068481,1.022222,12661,4511,silence_separator
a/another.mp3,2.610000,0.682358,1.835147,0.782358,10675,3465,silence_separator
a/answer.mp3,2.530000,0.648889,1.788526,0.748889,10361,3361,silence_separator
a/ant.mp3,2.300000,0.543810,1.656780,0.643810,9421,2943,silence_separator
a/antarctic.mp3,3.160000,0.950658,2.095011,1.050658,12870,4615,silence_separator
a/anticipate.mp3,3.270000,0.995011,2.133469,1.095011,13288,4719,silence_separator
a/antique.mp3,2.740000,0.728526,1.887392,0.828526,11198,3675,silence_separator
a/anxiety.mp3,3.030000,0.876281,2.049025,0.976281,12347,4302,silence_separator
a/anxious.mp3,2.870000,0.809206,1.938594,0.909206,11720,3988,silence_separator
a/any.mp3,2.250000,0.497052,1.641542,0.597052,9212,2734,silence_separator
a/anybody.mp3,2.820000,0.776463,1.936599,0.876463,11511,3884,silence_separator
a/anyhow.mp3,2.690000,0.725896,1.868617,0.825896,10988,3674,silence_separator
a/anyone.mp3,2.770000,0.773605,1.902993,0.873605,11302,3883,silence_separator
a/anything.mp3,2.770000,0.786984,1.904989,0.886984,11302,3883,silence_separator
a/anyway.mp3,2.590000,0.677551,1.818322,0.777551,10571,3466,silence_separator
a/anywhere.mp3,2.740000,0.740272,1.878095,0.840272,11198,3779,silence_separator
a/apart.mp3,2.690000,0.737234,1.865170,0.837234,10988,3674,silence_separator
a/apartment.mp3,2.950000,0.859229,1.984943,0.959229,12034,4197,silence_separator
a/apologize.mp3,3.500000,1.136825,2.275011,1.236825,14228,5346,silence_separator
a/apology.mp3,3.160000,0.956009,2.118594,1.056009,12869,4615,silence_separator
a/apparatus.mp3,3.190000,0.970113,2.112789,1.070113,12974,4615,silence_separator
a/apparent.mp3,2.820000,0.793152,1.914014,0.893152,11511,3988,silence_separator
a/appeal.mp3,2.610000,0.690975,1.835193,0.790975,10675,3570,silence_separator
a/appear.mp3,2.530000,0.652063,1.791655,0.752063,10361,3361,silence_separator
a/appearance.mp3,2.980000,0.864354,2.001859,0.964354,12138,4197,silence_separator
a/appendix.mp3,3.130000,0.938685,2.076825,1.038685,12765,4511,silence_separator
a/appetite.mp3,3.000000,0.884853,2.021678,0.984853,12242,4301,silence_separator
a/applaud.mp3,2.740000,0.758549,1.896644,0.858549,11197,3779,silence_separator
a/apple.mp3,2.380000,0.559819,1.704853,0.659819,9735,3047,silence_separator
a/appliance.mp3,3.080000,0.938095,2.069751,1.038095,12556,4510,silence_separator
a/applicable.mp3,3.000000,0.880907,2.036372,0.980907,12242,4301,silence_separator
a/application.mp3,3.290000,1.038458,2.154059,1.138458,13392,4928,silence_separator
a/apply.mp3,2.690000,0.739683,1.861859,0.839683,10988,3779,silence_separator
a/appoint.mp3,2.770000,0.770023,1.897007,0.870023,11302,3883,silence_separator
a/appointment.mp3,3.130000,0.967574,2.088435,1.067574,12765,4615,silence_separator
a/appraisal.mp3,2.900000,0.806259,1.973515,0.906259,11825,3988,silence_separator
a/appreciable.mp3,3.290000,1.020907,2.174921,1.120907,13392,4823,silence_separator
a/appreciate.mp3,3.110000,0.951655,2.085079,1.051655,12660,4615,silence_separator
a/apprehension.mp3,3.270000,1.021088,2.142630,1.121088,13287,4823,silence_separator
a/approach.mp3,2.660000,0.734921,1.848798,0.834921,10884,3674,silence_separator
a/appropriate.mp3,3.110000,0.934649,2.064535,1.034649,12660,4510,silence_separator
a/approval.mp3,2.800000,0.779320,1.940227,0.879320,11406,3883,silence_separator
a/approve.mp3,2.690000,0.739138,1.859184,0.839138,10988,3779,silence_separator
a/approximate.mp3,3.210000,1.002358,2.129297,1.102358,13078,4823,silence_separator
a/approximately.mp3,3.470000,1.104943,2.270884,1.204943,14124,5242,silence_separator
a/april.mp3,2.460000,0.610431,1.751429,0.710431,10048,3256,silence_separator
a/apt.mp3,1.570000,0.793197,0.793197,0.793197,6496,3570,energy_valley
a/arabian.mp3,2.850000,0.821134,1.937415,0.921134,11615,4092,silence_separator
a/arbitrary.mp3,3.080000,0.922222,2.061315,1.022222,12556,4510,silence_separator
a/arc.mp3,0.990000,0.269025,0.341451,0.305238,4197,1584,silence_separator
a/arch.mp3,1.070000,0.648844,0.718186,0.683515,4511,3152,silence_separator
a/architect.mp3,3.060000,0.923492,2.053333,1.023492,12451,4510,silence_separator
a/architecture.mp3,3.320000,1.046440,2.188254,1.146440,13496,4928,silence_separator
a/arctic.mp3,2.720000,0.739501,1.869206,0.839501,11093,3779,silence_separator
a/area.mp3,2.590000,0.682086,1.828118,0.782086,10570,3465,silence_separator
a/argue.mp3,2.560000,0.670159,1.799546,0.770159,10466,3465,silence_separator
a/argument.mp3,2.900000,0.839864,1.964717,0.939864,11824,4092,silence_separator
a/arise.mp3,2.720000,0.740998,1.869660,0.840998,11093,3779,silence_separator
a/arithmetic.mp3,3.290000,1.027120,2.165941,1.127120,13392,4928,silence_separator
a/arm.mp3,2.220000,0.514512,1.616100,0.614512,9108,2838,silence_separator
a/army.mp3,2.400000,0.583537,1.721859,0.683537,9839,3152,silence_separator
a/around.mp3,2.480000,0.622993,1.756553,0.722993,10152,3256,silence_separator
a/arouse.mp3,2.610000,0.709433,1.816417,0.809433,10675,3570,silence_separator
a/arrange.mp3,2.640000,0.715692,1.827029,0.815692,10779,3674,silence_separator
a/arrangement.mp3,3.130000,0.959909,2.079048,1.059909,12765,4615,silence_separator
a/array.mp3,2.320000,0.565714,1.673605,0.665714,9526,3047,silence_separator
a/arrest.mp3,2.590000,0.667347,1.801905,0.767347,10570,3465,silence_separator
a/arrival.mp3,2.720000,0.721542,1.889569,0.821542,11093,3674,silence_separator
a/arrive.mp3,2.610000,0.707619,1.809388,0.807619,10675,3570,silence_separator
a/arrow.mp3,2.400000,0.590249,1.728934,0.690249,9839,3152,silence_separator
a/art.mp3,2.220000,0.505986,1.626757,0.605986,9108,2838,silence_separator
a/article.mp3,2.640000,0.696417,1.860000,0.796417,10779,3570,silence_separator
a/articulate.mp3,3.270000,1.024989,2.160408,1.124989,13287,4823,silence_separator
a/artificial.mp3,3.000000,0.865215,2.031247,0.965215,12243,4197,silence_separator
a/artist.mp3,2.690000,0.738866,1.860227,0.838866,10988,3779,silence_separator
a/artistic.mp3,3.110000,0.946531,2.069569,1.046531,12660,4510,silence_separator
a/as.mp3,2.190000,0.496145,1.591020,0.596145,9004,2734,silence_separator
a/ascend.mp3,2.640000,0.710249,1.848798,0.810249,10779,3570,silence_separator
a/ascertain.mp3,3.060000,0.923855,2.035238,1.023855,12451,4510,silence_separator
a/ascribe.mp3,2.590000,0.708027,1.795420,0.808027,10570,3570,silence_separator
a/ash.mp3,2.250000,0.518367,1.629977,0.618367,9212,2838,silence_separator
a/ashamed.mp3,2.560000,0.676190,1.801633,0.776190,10466,3465,silence_separator
a/asia.mp3,2.430000,0.605714,1.746803,0.705714,9943,3152,silence_separator
a/asian.mp3,2.480000,0.617098,1.737778,0.717098,10153,3257,silence_separator
a/aside.mp3,2.610000,0.699184,1.826667,0.799184,10675,3570,silence_separator
a/ask.mp3,2.220000,0.505533,1.620091,0.605533,9108,2839,silence_separator
a/asleep.mp3,2.560000,0.669025,1.799728,0.769025,10466,3465,silence_separator
a/aspect.mp3,2.800000,0.780045,1.923311,0.880045,11406,3883,silence_separator
a/assault.mp3,2.720000,0.741270,1.875918,0.841270,11093,3779,silence_separator
a/assemble.mp3,2.800000,0.766893,1.938005,0.866893,11406,3883,silence_separator
a/assembly.mp3,2.900000,0.818277,1.983946,0.918277,11824,4092,silence_separator
a/assert.mp3,2.590000,0.686395,1.801406,0.786395,10570,3570,silence_separator
a/assess.mp3,2.850000,0.792426,1.927528,0.892426,11616,3988,silence_separator
a/asset.mp3,2.720000,0.753968,1.878413,0.853968,11093,3779,silence_separator
a/assign.mp3,2.640000,0.718458,1.826168,0.818458,10779,3674,silence_separator
a/assignment.mp3,3.000000,0.872472,1.999909,0.972472,12243,4302,silence_separator
a/assimilate.mp3,3.110000,0.932472,2.060952,1.032472,12661,4511,silence_separator
a/assist.mp3,2.800000,0.792880,1.924853,0.892880,11406,3988,silence_separator
a/assistant.mp3,3.030000,0.903537,2.025351,1.003537,12347,4406,silence_separator
a/associate.mp3,3.130000,0.945578,2.076417,1.045578,12765,4511,silence_separator
a/association.mp3,3.530000,1.153878,2.273968,1.253878,14332,5346,silence_separator
a/assume.mp3,2.560000,0.671066,1.787710,0.771066,10466,3465,silence_separator
a/assumption.mp3,2.950000,0.860091,1.984717,0.960091,12034,4197,silence_separator
a/assurance.mp3,3.000000,0.890930,2.028798,0.990930,12242,4301,silence_separator
a/assure.mp3,2.560000,0.659456,1.803084,0.759456,10466,3361,silence_separator
a/astonish.mp3,3.080000,0.926304,2.052608,1.026304,12556,4511,silence_separator
a/astronaut.mp3,2.950000,0.873696,1.991927,0.973696,12033,4301,silence_separator
a/astronomy.mp3,3.080000,0.906531,2.067664,1.006531,12556,4406,silence_separator
a/at.mp3,2.270000,0.528980,1.654512,0.628980,9317,2838,silence_separator
a/athlete.mp3,2.690000,0.744399,1.857914,0.844399,10988,3779,silence_separator
a/atlantic.mp3,3.110000,0.928844,2.086757,1.028844,12660,4510,silence_separator
a/atmosphere.mp3,3.000000,0.888662,2.036463,0.988662,12242,4301,silence_separator
a/atmospheric.mp3,3.320000,1.052517,2.188299,1.152517,13496,5032,silence_separator
a/atom.mp3,2.300000,0.544989,1.666349,0.644989,9421,2943,silence_separator
a/atomic.mp3,2.930000,0.844127,1.984127,0.944127,11929,4197,silence_separator
a/attach.mp3,2.900000,0.833379,1.981179,0.933379,11824,4092,silence_separator
a/attack.mp3,2.720000,0.735238,1.887211,0.835238,11093,3674,silence_separator
a/attain.mp3,2.610000,0.709297,1.809660,0.809297,10675,3570,silence_separator
a/attempt.mp3,2.640000,0.712154,1.850385,0.812154,10779,3674,silence_separator
a/attend.mp3,2.590000,0.676372,1.808753,0.776372,10570,3465,silence_separator
a/attendance.mp3,3.110000,0.943991,2.086259,1.043991,12660,4510,silence_separator
a/attendant.mp3,2.930000,0.858413,1.981814,0.958413,11929,4197,silence_separator
a/attention.mp3,2.980000,0.895102,2.010159,0.995102,12138,4406,silence_separator
a/attentive.mp3,2.950000,0.861587,1.982449,0.961587,12033,4197,silence_separator
a/attitude.mp3,2.800000,0.785941,1.912698,0.885941,11406,3883,silence_separator
